IDX	CPT000814	CPT001846	X01BR001	X01BR008	X01BR009	X01BR010	X01BR015	X01BR017	X01BR018	X01BR020	X01BR023	X01BR025	X01BR026	X01BR027	X01BR030	X01BR031	X01BR032	X01BR033	X01BR040	X01BR042	X01BR043	X03BR002	X03BR004	X03BR005	X03BR006	X03BR010	X03BR011	X03BR013	X05BR001	X05BR003	X05BR004	X05BR005	X05BR009	X05BR016	X05BR026	X05BR029	X05BR038	X05BR042	X05BR043	X05BR044	X05BR045	X06BR003	X06BR005	X06BR006	X06BR014	X09BR001	X09BR004	X09BR005	X09BR007	X11BR003	X11BR004	X11BR006	X11BR009	X11BR010	X11BR011	X11BR012	X11BR013	X11BR014	X11BR015	X11BR016	X11BR017	X11BR018	X11BR019	X11BR020	X11BR022	X11BR023	X11BR024	X11BR025	X11BR027	X11BR028	X11BR030	X11BR031	X11BR032	X11BR036	X11BR038	X11BR040	X11BR042	X11BR043	X11BR044	X11BR047	X11BR049	X11BR050	X11BR051	X11BR053	X11BR054	X11BR055	X11BR056	X11BR058	X11BR059	X11BR060	X11BR072	X11BR073	X11BR074	X11BR075	X11BR080	X13BR009	X14BR005	X14BR008	X14BR014	X15BR003	X16BR012	X18BR002	X18BR003	X18BR004	X18BR006	X18BR007	X18BR009	X18BR010	X18BR016	X18BR017	X18BR019	X20BR001	X20BR002	X20BR005	X20BR006	X20BR007	X20BR008	X21BR001	X21BR002	X21BR010	X22BR005	X22BR006
ABCA12			-0.5999	0.0155	-0.3932	3.3176	-0.4904	-0.5494		-0.7283	-0.122		1.8231			-1.1178	0.471		-0.889						-0.288		-0.6393		0.1548		0.1296				-0.967		-2.3411		-0.9678	2.6163	-1.3644	-2.4042	-1.441	0.5436		0.007	-0.3327	0.2754	3.7247			-0.7268	0.1176	0.6907	0.7814			-0.2126		-0.9832	1.2878	-0.4442		-0.6271		-1.9374		-0.6261	-2.5255	-1.2256	3.4596	-1.4108		-0.2958	1.3218		2.6625	-1.5527	-1.2554	1.6607	-1.189	-1.3769	-2.1282	-1.7705		1.1047	-1.5365		3.2866	-0.1427	-1.3832	0.1897	-1.6123	0.2153			-0.7039							2.0564	3.5842	-1.1699	-0.8816	3.2634		0.6064	-0.2034	1.2302		-2.6035	-2.378			0.0254	-1.2028	0.0217	-1.0302	-2.5282
ABCA13	-4.3888	-2.8137	-3.1299	-0.243	-0.4728	-0.9399	-2.0202	-1.5588	0.2691	-0.5109	-0.2761	-0.3975	-1.7052	-3.654	-2.5208	-0.7892	-1.7489	0.7098	-1.2909	-3.2059	0.2325	0.9564	-1.6302	1.5428	-1.5408	4.7293	-0.6096	-0.5507	-0.3309	0.1118	0.5754	-0.8624	2.6644	-0.2992	0.3259	0.3034	0.0799	0.4833	-1.8712	-1.0322	1.1623	0.4539	0.3243	-0.6027	0.3702	0.7828	-1.3377	-1.3001	0.4152	-4.1889	0.3951	-0.6265	0.6533	-0.0993	0.425	0.974	3.6576	1.5872	0.1232	-1.1469	0.2046	-0.1347	-1.4778	-1.1642	1.2925	-1.0249	4.1721	-0.8944	0.7644	0.1365	-1.3194	1.8003	2.6387	0.01787	0.3651	0.2394	-0.3919	-0.4082	0.2652	-1.6167	-1.6131	0.9274	-0.9356	0.7753	1.5441	0.5399	-0.5337	1.2035	1.8882	1.8284	0.4423	-0.7632	-1.1227	1.7632	-1.8847	1.316	-0.31935	2.2447	0.2323	0.7359	-0.3463	-0.6482	0.7689	1.1674	-1.0148	-0.107	0.1547	-1.6333	1.2517	-0.6538	1.5401	-0.0094	-1.6178	-0.2188	-0.3619	-2.6653	0.3321	1.3203	1.4363	1.22915	0.1423	0.2812
ABCA2		-2.2056		0.0865	2.4319	0.9666		-0.2486		-0.8633	-0.9021	-2.2243	3.9365			-1.2548			-2.2212		-2.6246	-0.7305			-3.547		-0.3646		-1.9872	-4.1447	-3.8982	0.1477	-1.4562		-0.4745	-0.5383	-0.8602		-1.4399			-1.572			-0.3544	-0.2343	-0.8298		-0.5868		-0.8136		0.8852	2.8528	-0.78525			-1.0856	-1.3169					0.1625		-0.7163			1.7758	-0.8996	0.4396			1.88	-0.1819	-2.8154		1.3765		-0.4039	1.1467	0.7222	1.3213	0.3166			2.1444		0.6911	-2.14335	-0.3851	2.6775	-2.2763	-0.4673			0.7016				-0.2185			-0.8354	1.5131	-2.6121	1.7836	-0.5281	0.2761	-0.3553	0.0102	-0.0415		0.0532	-0.6435			-2.5358	-2.9727	-0.1252	-1.1381	3.3232
ABCA3	-0.9941	-0.6302	0.6597	-1.6663	-1.4025	1.421	0.2449	-3.366	1.7477	-2.876	0.4365	-0.1614	-0.8508	0.537	-0.022		-0.195		-0.8485	-0.6815	-2.048	1.617	-1.7108	0.3279	-0.9921		-1.8942	-0.9679		-2.2402	-0.772	-0.1193	-1.5441	-0.4088	-1.4168	-1.2457	3.0418	0.1979	-0.4078	3.9043	1.6888	-1.6517	1.1345	-0.8635	5.3034	-0.0914	-3.4514	0.2782	-1.3117	-2.4158	-0.8052	0.7924	-2.1008		-0.0015	1.0115			-1.064	-1.0435	0.3115	-0.1377		-1.4603		-4.2389	-2.4055	0.1806	0.1511	-1.414		-1.5043	2.0169	-1.73033	-0.9484	-1.402	1.1601	0.0588	0.0875	1.0779	6.6117		-1.4149	0.5036	2.9761	0.5596	-2.8248	0.2914	-2.9608	-1.06135	1.0431	2.3116	-1.0945	0.1994	-0.952	0.5281	-0.1859	-0.8352	1.0661	-2.2506	-2.245	-1.5257	-0.8225	0.5279	0.9253		-0.1592	-1.3258	1.1583	-0.1572	2.5161	1.5704		-1.6365	-2.1808			-0.0084	-0.4728	0.9267		0.9462
ABCA4								4.0108						0.3637					-2.7936				0.0598					0.5656									-0.6953					2.6043					2.1196			1.6522																-3.9341			-4.4802				0.4013					0.5537		-1.6142	1.0619		-3.937	3.5871					-7.9541	4.3017			-3.4889	0.9494				2.5277				0.7922						-1.4477		-0.961										3.2294		
ABCA6	-3.6433							-0.0982				-1.4956				7.8499		-6.5355	-1.811	-1.1307	1.8375					-0.001			-4.7794	-1.038			-0.945		-0.8546	-1.6688	-4.5366		-0.8861			-0.9914					-0.3				0.1932			-2.2317	-1.4002	-2.4604	-2.7066	-1.9189	0.0987				-5.5594		-3.0945	0.1133			-3.4709		2.908	-5.8179		-0.546	0.4734	-1.7587		0.1794		0.6421	0.5802	2.1296	-2.8586	1.5443			-1.8284	-3.888	-1.1902	-0.4678	-1.0092		-1.4893	-3.9476	0.5038	-1.9914			-2.0095	-1.6169					-2.1417	-3.4963	3.5234	-1.6043		-0.0108			-2.0246			-4.1617	-2.7574				-2.1632	-0.0678
ABCA7	-4.2381							1.2094										9.6412	0.1375	-1.9874						0.2684									-2.8088		-0.8515		-3.7596			2.1309					-0.8926									1.3425	-0.8132						-1.3846		-1.1892	0.9235			-3.1771			0.9299		1.2431	1.0058			0.2537		0.7094	-2.7976		-0.8956	1.9732			0.3167	-5.2194	-0.8985	0.5083	-1.9583		0.4437	0.0895	6.493	5.7541			-2.7968	2.2936					3.2675		-1.1901	0.1391		0.4571			-4.2953			0.6594	3.9945					3.3888
ABCA8		2.6006				-1.6956				-0.5302	-0.1766	-2.3188									-1.085	0.0715					-1.018			-2.5851		1.9009	-0.4583		2.3069	-1.3503			0.5711						-2.0255	-0.6655					1.5702				-0.7019				0.0911															-1.4829	1.3978	0.0517											2.2999				2.1136										-1.0318				0.435		4.8466		0.4712						1.4242					-0.0531		2.0676
ABCA9	-1.3873																	-9.4355		3.0097						-4.8892																														0.804	-6.011						3.3372		-4.7388							-0.4152																-4.7892							5.7236	2.0585			-3.2069	2.5724													-1.6224			0.3753	-3.4231					
ABCB1	-0.7358					0.732				-1.5874	-1.2119	1.8493		-1.7019		-3.2863			-2.0085	-2.6255	-2.8467		-0.7485				-1.2556	0.7701	-3.8823	-1.063			-1.0738		4.6841	-1.2082	-2.9486		-3.9578	-1.2521			-3.5013			1.0265	1.4505			-1.105	-2.6253	2.0259		-2.9267	3.0611	-3.6611		-2.3667	-0.0297	-1.2114		3.6823							-2.3786		-3.609		1.255	-1.8621	-4.5525	-2.7832	0.2964		-2.8944			0.3548	-3.2066	2.57575		4.8087	-0.2101	-3.1229	-0.5262	-0.8227	1.7186			-0.3307	5.0594	-3.5388	0.1564	1.6831	4.1882	-3.1515		0.0869			-0.625	1.5986	1.256								-1.9579					-0.2104	2.2427	-5.1169
ABCB10	-2.2776	-1.8727	1.217	2.0292	2.1674	0.611	-1.7854	-0.8604	0.4888	-1.6522	-0.5426	-2.6629	-0.215	-1.4908	0.3119	0.717	-0.0914	-1.6365	-1.0005	-0.2382	-0.792	-0.5452	-0.4617	-1.6232	1.1788	1.0068	-0.5824	-1.5427	-0.8591	-2.1152	-1.6351	-0.4082	-0.9163	1.2343	-1.3579	-1.8047	-0.675	0.4667	0.5098	0.2642	-0.4627	-0.5678	3.0419	-0.6331	-0.9079	0.6	0.5002	3.9382	-0.5072	0.8144	2.2349	0.7924	0.4111	0.9906	0.14795	-1.2464	0.0436	0.3996	-1.6472	0.2548	-1.4483	-0.8068	-0.0501	-0.7461	-0.3925	0.0612	0.3253	-0.3178	1.3883	-0.233	-1.1703	0.2125	-2.0399	1.29243	-1.1034	-1.8338	0.5739	0.1392	-0.0028	-1.6989	1.1709	1.592	0.0744	-0.40475	0.3204	0.934	-0.8828	-0.275	0.017	1.01385	-1.8835	-0.5078	-2.9787	-0.9211	0.6394	4.7764	-0.06945	-0.482	-0.6288	-1.0892	0.0127	-1.4269	-0.9933	0.2354	-0.293	-0.6431	-1.6933	-1.5985	-0.3011	2.3459	0.3215	0.2986	-0.2412	-0.2994	1.2365	-0.8117	-0.1002	-0.6974	-0.289	-0.1467	0.0668	0.141
ABCB4																-0.9062													-2.0668											-2.4271			4.0587									-2.4566		4.0794	-0.4866			-1.7375		0.5454		-5.2869									-1.5996						-1.9283		0.773			0.6762				-0.6028											-4.0333									-2.3425															-1.2245	
ABCB5	-3.5044	-1.7072	1.755			0.4924	-0.3836			-1.4716	-1.4799			-1.3912			-1.9942			-2.0033		0.0447	-1.4501				0.9101	3.2652				1.3339			-3.7779				-2.2901	-2.7475	0.1529		-1.5429	2.7048	0.0654	-0.6234		-0.4109	-2.0986	2.507		6.6412	-4.1222		2.4933	-0.4717				1.8502	-1.7458	-0.1436		-0.3455				-0.52		0.3104		-0.3408	0.3554	-0.1403	1.1433		-1.376		-0.0282					-1.1661		2.011	2.6458	3.4851			-0.0556	-2.4725			-0.1466	-1.5663	-3.971	-0.7628	1.7469	0.2612	-1.0753	6.0826		-1.7872	0.5781		-0.4081		1.3699		2.0571	2.9158		-1.8908	-1.1481					-0.34215		-1.3144
ABCB6	-1.675	-0.9596	-0.9415	0.178	1.7077	3.0904	-0.9932	1.6912	0.7982	-0.8212	1.6757	-3.0154	2.092	-0.1004	-3.7768	-0.3336	1.6253	1.8047	-1.7316	-1.1327	-1.0832	-0.6769	-2.9007	-2.0094	-1.0506	-1.9377	-1.565	-0.9154	-3.5478	-1.5554	-2.1963	-1.2312	-3.2333	-0.1252	-0.3728	-3.0711	-1.6093	-1.8739	-1.4031	2.8634	-0.0959	-0.3111	-2.0097	-1.5547	-2.6699	0.3211	-0.3682	-3.0186	-2.9385	-1.0138	0.0502	-0.802	1.4742	1.6678	0.84805	-0.7189	-0.8252	-0.7426	-2.8816	-1.1921	-0.8532	-0.1288	-0.2875	-0.2236	-2.8064	-0.0102	-0.9544	0.7012	-0.2833	-1.5493	-1.5817	-1.54045	-1.7112	1.73493	-0.3252	-1.5978	3.1205	1.6982	1.1906	-0.902	0.1712	0.0792	-1.8657	-0.61195	0.3222	0.2937	-0.4893	0.4738	0.178	-1.5438	-1.3669	-1.5442	-2.9813	1.4068	1.1016	1.503	0.04995	-0.8286	0.8912	-0.8749	-0.6265	-0.8365	-0.272	-0.4091	-0.7742	-2.0352	0.3793	-1.671	-1.6203	-0.1716	0.3822	0.7767	-4.1505	0.1086	0.6403	0.8816	2.8038	0.2958	-1.4549	-1.19725	3.8432	1.3936
ABCB7	0.0508	-0.7086	-0.0171	-0.2247	0.6316	0.8925	-0.9458	-0.6463	-0.5032	-1.2262	0.207	-0.1057	-0.6246	-0.3474	-1.9087	-1.1004	1.3103	-0.7543	-0.7185	-0.437	-1.6953	0.3982	-1.6255	-1.2974	0.8496	0.842	-1.8447	-1.0812	-2.741	-1.3479	-1.3535	-0.8211	-1.9	2.6905	-0.9001	-0.6445	-1.4473	-0.4844	-0.7369	0.3668	0.6814	-1.415	0.6194	-1.728	0.1991	0.1969	-0.2781	1.2104	-2.9031	-1.1856	-0.2191	-1.5115	1.4393	0.0848	-0.24305	-0.5357	-1.5643	-0.6122	0.093	-1.9586	-0.0628	-0.5356	1.3204	1.7504	-1.7486	-0.1433	-0.9418	0.3708	1.2222	-1.6676	-1.6116	-0.93825	-1.2296	0.0297	0.3944	-1.4744	1.0764	-0.0061	0.395	-0.379	0.3409	-0.2639	-1.0582	-0.5539	0.3275	-1.4828	-0.5972	-0.1878	1.1672	0.54465	-1.2944	2.3263	-2.5404	0.0735	1.2151	4.3031	-0.42185	-0.9997	-0.6288	-1.1468	-1.4398	-0.2117	-0.7687	-1.1229	-0.3234	-1.4113	-0.1564	0.0608	-0.5292	-0.5246	0.9915	-0.3193	-1.696	-1.1278	-0.207	0.3472	0.8943	-0.2736	0.7299	-0.502	0.5379	1.9244
ABCB8	-4.5042	0.6402	-0.2861	-0.1698	0.5006	0.9962	-1.4913	-1.3523	-0.4135	-1.0106	0.0706	-0.8664	0.5565	-1.8414	-0.8461	0.1843	-1.8356	-0.9796	-0.6476	-2.8402	-1.1149	0.4055	-1.0116	-1.4643	-0.191	0.9627	-1.4883	-0.7386	-1.4085	-1.2054	-0.778	-0.389	-0.6239	0.2678	-0.3246	-0.1822	-0.9961	-0.2073	-0.416	0.0003	-1.267	-0.9714	0.5148	-0.2961	0.0333	-0.1265	1.4888	-0.9856	-0.9758	-0.7551	2.9248	-0.3558	0.799	1.3678	0.47265	0.7157	-1.4155	0.2664	0.2968	-0.6538	0.3417	-0.8215	0.8696	0.0522	-2.7555	-0.7124	0.3984	0.7452	1.8653	0.3804	-0.422	-0.38735	-1.0665	0.7496	-0.7816	-2.3246	1.3381	-0.0958	-0.1128	0.555	0.1258	1.438	-0.9127	0.02875	-0.5095	1.1146	1.1354	-0.3103	1.1169	-0.4515	-1.8835	0.8994	-3.3376	-1.2704	1.3369	2.1889	-0.62565	0.8101	-0.3309	-2.4441	-0.3191	-0.2806	0.3956	-1.2716	-1.2341	-0.2199	-0.2322	-1.8335	0.4932	1.3958	0.4613	-0.9277	-2.2682	-0.0828	-0.2539	1.0475	0.714	0.4986	0.3885	-0.25015	-0.8432	1.0297
ABCC1	-0.0275	0.2655	-0.9159	-0.3872	0.2746	2.0087	-1.0643	-0.0498	1.7525	-0.588	-0.1333	-0.0416	0.2977	0.4155	-0.6844	1.0133	1.452	-0.6167	-0.7151	-0.6239	-0.1519	-0.6111	-1.7772	-0.6436	0.4363	-0.6164	-1.5452	-1.4211	-1.4908	-1.4429	-2.1639	-1.0358	-1.0922	-0.9886	-1.3338	-1.2504	-2.4539	0.1318	-0.9944	-0.9212	0.5301	-2.1152	1.3196	-1.2348	0.4317	0.4265	0.4893	0.0781	-0.908	-1.7456	1.1075	-0.3984	-0.0999	0.7412	-0.17325	-0.8977	-1.8067	-0.3486	-1.047	-0.2426	0.0744	-0.3794	-1.6701	0.1712	-1.5588	-0.9169	0.5772	0.6871	0.6473	-2.525	-1.0034	-0.82775	-0.2867	-1.2228	-0.6207	-1.5522	4.3689	-1.5279	0.3527	0.2212	-1.2859	0.3656	-0.7044	-1.01775	-0.2464	-0.8359	-0.7083	3.1284	0.7816	0.7995	-1.7502	1.0787	-2.8531	-0.6552	0.8221	0.0492	-1.3635	-1.2016	-0.4293	-1.103	-1.7635	-0.6344	-1.7748	-1.7558	-0.1864	-2.2077	-0.8437	0.1333	-2.1232	-0.0768	-1.9364	-1.6666	-2.1855	1.4105	0.4737	1.2838	1.3425	-0.7963	0.4542	-0.7279	0.9084	0.3706
ABCC10		1.1316	-0.8967			4.0609	-1.7071			-1.3454	-0.2617					1.0706	0.5556		-1.1778			1.1222					-1.0898		-1.9208			1.7495					-1.7308			-3.4513	-0.7446		-5.7522	-0.9016	-0.194	-0.6046	0.0441	-0.6654				3.8108		-0.6547	0.26345			-0.4223		-2.949	1.8016	2.4974						-2.7142	0.0127		-0.5532	0.5848		-1.70695			-0.4992		-6.6184			1.0517	-1.8999	-1.0871		0.819			2.7031	0.5804				-0.1499			-0.9701				-1.0345					-0.6964			2.2411						0.7225					0.9802	-0.372	
ABCC11	-0.7925		-2.2738	-2.021	-3.3467	6.9898	-1.4747	-2.1502	-2.6857	-1.7206	-0.5987	-0.1647	-0.2376	-4.393	-3.8748	-2.0415	1.9256	-1.3925	-2.2415	-0.6835	-2.7068		-5.1312	-1.9229	-2.0089	-2.4324	-2.0724	-7.0993	-2.2446	-1.7253	-1.706		-2.221	0.2893		-2.5215	-1.1783	-3.2282		4.8657	-2.3075	-2.2298	-1.4705	-1.3338		-1.6568	-0.2781	1.6078	-0.905	-4.3034	1.1019	0.7649	-2.8622	-0.1409	-1.89185	-0.6836	-2.1834	-1.2443	-1.5132	-1.67	0.9136	0.216	-0.8496	-2.125	0.2245	-3.1393	-4.7886	-2.9184	-2.5809	4.2422	-1.0869	-2.4245	-2.5674	-2.771		-0.9085	6.4445	-3.6374	-2.3641	3.1401	-3.5671	-0.1693	-1.897	-0.7979	1.251	0.9668		-2.9541	-3.6919	-3.70165		-3.4647	-3.7837	-0.7882	4.2595	1.0949	-0.9349	-1.2147	1.8016	0.1897		-2.6812	-0.4745	-1.6848		-1.1197		-1.1257		-0.493	-2.0445	-0.1095	-2.5256	-3.9456	-1.9978	-3.2982	5.4929	-2.7516	1.3444	1.07155	-2.5444	
ABCC2		-0.456						0.1108								-3.4382		3.5847				2.0631				0.3404			-3.6885			1.7027								2.5639		1.7272	-1.1512		0.3221				5.7729			1.8178	-1.5077	-0.2597	-1.7926		1.3562	-3.6677		-0.417		2.1171	1.1341	-0.7432	1.5772	-3.5135				-1.2015	-1.6116	2.6351		-0.2229			3.0708	-0.467	-1.0663	-0.9817	-1.8827	0.5384				1.1605						1.4127	0.2771				-1.508				-0.077			-0.4322		-1.3737		-1.4042	-0.0537	2.4062	-2.0656	-0.7879	-0.9146	4.9711		-0.4967	1.2683				-0.1311	
ABCC3	-4.9464	-4.3873	-4.3255	-1.6457	-2.5146	1.3444	-6.5361	-1.0312	-1.4693	-1.8907	-1.2311		-0.7276	-5.9428	-0.2896	-1.1128	-0.1865	-7.0361	-1.2217	-2.4148		-2.983	1.8257	-0.2474	-2.404	-2.9038	-2.1343	-3.9466	-2.4118		-2.0281	2.2256		2.4735	-1.4462		-2.211	-3.2426	-5.6194	-4.8587	-5.141	-0.4133	0.496	-6.1037	1.6189	-0.7593	-1.2667	-2.5039	-0.3569	0.6448		0.0128	-3.367	-0.8804	-2.4008	2.8942	-4.9407	-2.4659		1.5186	-4.7493	-0.8333	0.4939	-2.6011	-4.0099	-2.63	-1.2567	-3.4269	0.2107	-1.187	1.5158	-4.3175	-1.357	0.91803	1.0088		-3.0432	-0.7485	1.9269	-0.8945	1.0649	0.3818	-1.9798	-0.9873	-1.4524	-3.2297	0.4055	-4.2937	-0.5866	6.80035	0.2834	-3.3886	-2.9608	1.0309	7.5613	6.5278	-3.96495	-2.452	-2.7613	-2.5639	-1.6057	-3.3795	5.0022	-0.0538	-1.1519	-2.3268	3.6912	-0.4672	4.1402	3.3879	-1.5091	-0.3382	-6.8371	-4.1345	-2.892	-1.5346	-1.2538	-1.2877	-0.7301	3.4114	-2.0337	4.2358
ABCC4	0.4049	0.0459	0.7238	1.1093	-0.0002	0.9196	-1.579	1.5867	0.9376	-0.9036	-2.7351		1.9462	0.794	-1.18	-1.1602	-1.2394		0.2101	0.6503		-0.7963	-1.5805	-1.5488	1.1056		-2.4437	-0.9486	-1.1113		-0.8246	1.0477		-2.0475	0.259		-1.6325	-1.1067	-0.7737	-1.914	-0.015	1.1591	0.6865	-0.0581	-1.8383	-1.0592	-1.8675	0.0781	0.1235	-0.0552		0.7699	-0.4324	2.2885	1.50445	0.4067		0.9098		-0.2555	-0.3487	-0.7449		0.3831		-0.3343	0.9249	-0.8604	1.9015	-1.4068	-0.3266	-0.3069	1.5277	-1.81423	1.2896		0.4744	-0.7949	-0.2905	-0.4288	0.7135	1.565	-1.5147	-0.39895	-1.2087	-0.9278	2.7315	0.6154	-0.2546	3.4484	-1.638	0.1971	-1.802	0.8536	1.8516	0.7265	-1.34235	0.5951	2.0831	0.6506	-0.9366	1.525	2.8159	-2.9638	-0.9752	1.2443	-1.1332	-1.0474	-0.7133	-0.7055	-5.2283	-3.5184		1.4029	-1.3218			-0.9965	0.5198	-1.03145	0.484	0.15
ABCC5		-0.0517	-2.5897	-0.7556	-0.5807	-0.7646	-0.7821	-0.32		-1.3103	-0.9792	-1.558	0.3228				-0.8102	0.325	-3.2174		-1.2156	-0.0284			1.3105	-0.0776	-2.018			-1.7003	-1.3879	0.9871	0.1675		-1.3392	-1.2175	1.0026		0.1133		-1.8764	-0.6699		-0.159	-1.071	-0.4523	3.8865	2.0939			2.8547				0.1356		-0.002		-1.3924		1.067		-0.9608		-0.8061	-0.9998		-2.6341	1.0369			2.7979		-0.86947	-0.3106	-0.6859		0.9434		-1.5345	-0.6982		-0.2793	1.0545			3.6549		-1.7167	0.43695	-2.3369		-1.5226	4.3428			-0.9741				-0.2565				4.8848		2.5981	-0.003	-0.4577	0.4944			-1.2547		-0.4252	0.2543	-0.734	4.5576	3.5239	0.3707		-0.2706
ABCC6						5.9575				-1.4716	0.1845																-2.4783																			-0.6304									-0.3889																			-1.0053																																									-2.0353					0.6394		
ABCD1	0.4186	-0.8167	-0.5508	1.5555	2.2008	1.2901	-3.2156	-0.399	0.6329	-1.917	-0.5281	-1.1802	0.6193	0.4972	-0.9998	0.5054	0.4266	0.0684	-0.8148	0.8212	-1.8912	-2.1005	-0.4593	-1.2068	-1.0579	-2.3789	-2.4388	-2.7281	0.1203	-0.1807	-1.1042	-1.011	-2.5339	-1.7425	-0.7154	-0.6242	-0.73	2.0671	-0.9842	1.3198	0.3125	-0.3186	-0.9983	-2.1012	-0.5148	-2.0505	0.3691	-0.042	-0.3097	-1.4232	2.8603	1.5145	-0.3338	-0.4795	0.94415	-0.0965	-2.8049	-1.5702	-1.3509	-1.571	-0.5696	-0.176	1.1822	1.6198	-0.7993	1.973	1.658	-2.562	0.2938	2.0444	0.7913	-1.77895	-1.7596	-1.81333	0.4675	-3.8319	1.2805	-0.2196	0.2088	-0.1972	-0.365	-2.4331	-1.0154	-0.87725	0.4776	-0.281	-1.2223	1.0565	-0.4994	3.1504	-1.8648	-1.2372	-2.7403	-0.43	1.1182	3.8213	-1.5606	-1.3266	0.235	-0.073	-2.9277	-0.1037	-2.9707	-1.9078	-0.7407	-2.5808	-0.5353	-0.2699	-2.2386	3.3649	-1.7438	-0.3363	-1.9902	0.0733	0.1944	-0.2717	0.226	1.1123	1.242	-2.7217	-2.5948	0.9552
ABCD2				-1.3734	-2.3348			-2.2317					1.034												-3.4537						-3.6895									-2.8669		-2.7008	-9.8461									8.2783								6.1498		-2.9113				-0.533											-2.2162	2.0786	-5.0329	-4.1993	0.1682					-2.4022				-0.0764			-4.3272				-2.2627											-4.7547		-1.9628								-1.8858	-1.6781			
ABCD3	-2.9585	-2.1881	-2.7285	-1.513	-3.1977	-1.2758	-1.9277	-4.0849	-2.7353	-2.9181	1.1637	-2.366	-2.336	-2.4668	-4.1239	-3.005	1.6253	-2.2622	-3.2461	-3.4643	-4.4927	-1.3521	-4.5718	-3.7171	-1.3505	-0.203	-2.1269	-2.4269	-3.8796	-0.9755	-2.4293	-0.7715	-4.1821	-0.3379	-1.299	-3.513	-0.9064	-1.9193	-4.1193	0.0611	-2.0318	-1.7912	0.9735	-2.0441	2.798	2.8474	0.451	4.3357	-1.7597	-3.7562	-2.9226	-0.4786	1.6958	1.3203	1.04165	0.2103	-1.7827	0.136	-0.3845	-1.8035	-2.9454	-3.2296	2.4385	-3.8465	-3.5624	-1.4899	-3.3174	-0.8063	1.8312	0.3563	-4.0025	-1.07485	0.5797	1.24137	1.2545	-3.3357	-0.5778	0.8847	4.7763	-0.1	1.5435	-3.2733	-1.6859	-0.92285	-1.4453	-1.9326	0.0374	-0.3675	-0.382	1.57015	-1.9816	1.9874	-4.1785	1.2898	-2.1449	-0.101	-2.03855	-3.9985	-4.4945	-2.4188	-1.8832	-2.4354	0.3671	-3.8131	0.0238	-3.5464	0.2413	-0.7776	0.452	1.7718	-0.8602	-1.489	-5.7156	-2.1502	-1.634	0.3528	-3.9084	1.739	1.3129	0.4947	-0.1311	0.3528
ABCD4						1.4333				-0.5635	-1.3933					0.7992											-2.6417		-0.0044						1.7983				-1.6545	2.7315			-0.9903			-0.4945						-3.0232		1.9826	0.8717			3.5032		-1.515		-0.8068									-0.3117			1.9002	-1.2702		3.466		0.3188			2.4673				-1.6305	-1.1208				-2.2598						-3.6709								1.2603	0.0466	0.0276								0.2343					-1.3662	0.8256	0.3468
ABCE1	0.3716	0.2603	1.2042	0.4686	-0.4214	-0.3818	0.0765	-0.4296	0.425	0.3833	-0.6244	0.2266	-0.1145	1.037	-0.0194	0.0598	-0.7299	-0.7887	0.6171	1.3082	1.147	-0.0601	-0.6774	-0.3922	0.6082	0.2939	0.1453	-0.1362	0.4945	0.1892	0.1398	0.2771	-0.3581	-0.602	-0.3326	0.7703	-0.0734	0.7604	0.0704	0.0213	1.6328	0.8451	0.6596	-0.1971	-0.9373	-0.7241	0.9426	0.5956	-0.4364	0.4263	-0.536	-1.0677	0.3085	0.3224	-0.1282	-1.039	0.0244	-0.3345	0.0081	1.2366	0.7485	-0.5209	0.1272	-0.6532	-0.4874	0.2618	-0.05	-0.45	-0.2705	0.5132	0.4545	-0.29725	-1.3927	-0.10233	-0.2316	-0.5759	1.8354	-0.0494	0.5304	0.1191	-0.1438	-0.9906	-0.2622	-1.0741	0.5429	-0.918	-0.0228	1.846	0.6508	0.7381	-0.2846	0.2609	-0.0639	0.8022	-0.0055	-0.3958	0.1634	-0.6663	-0.175	-0.232	-0.1586	0.1398	-0.0727	0.0008	-0.2595	-0.7184	0.3522	0.0463	-0.6061	-0.6739	-0.4487	0.3534	1.1056	0.4108	0.354	-0.1732	0.0537	-0.2528	-0.8667	-0.0925	-0.0555	-0.1662
