IDX	CPT000814	CPT001846	X01BR001	X01BR008	X01BR009	X01BR010	X01BR015	X01BR017	X01BR018	X01BR020	X01BR023	X01BR025	X01BR026	X01BR027	X01BR030	X01BR031	X01BR032	X01BR033	X01BR040	X01BR042	X01BR043	X03BR002	X03BR004	X03BR005	X03BR006	X03BR010	X03BR011	X03BR013	X05BR001	X05BR003	X05BR004	X05BR005	X05BR009	X05BR016	X05BR026	X05BR029	X05BR038	X05BR042	X05BR043	X05BR044	X05BR045	X06BR003	X06BR005	X06BR006	X06BR014	X09BR001	X09BR004	X09BR005	X09BR007	X11BR003	X11BR004	X11BR006	X11BR009	X11BR010	X11BR011	X11BR012	X11BR013	X11BR014	X11BR015	X11BR016	X11BR017	X11BR018	X11BR019	X11BR020	X11BR022	X11BR023	X11BR024	X11BR025	X11BR027	X11BR028	X11BR030	X11BR031	X11BR032	X11BR036	X11BR038	X11BR040	X11BR042	X11BR043	X11BR044	X11BR047	X11BR049	X11BR050	X11BR051	X11BR053	X11BR054	X11BR055	X11BR056	X11BR058	X11BR059	X11BR060	X11BR072	X11BR073	X11BR074	X11BR075	X11BR080	X13BR009	X14BR005	X14BR008	X14BR014	X15BR003	X16BR012	X18BR002	X18BR003	X18BR004	X18BR006	X18BR007	X18BR009	X18BR010	X18BR016	X18BR017	X18BR019	X20BR001	X20BR002	X20BR005	X20BR006	X20BR007	X20BR008	X21BR001	X21BR002	X21BR010	X22BR005	X22BR006
AARS2	0.334	-0.432	-0.4707	0.5823	-0.1229	0.4349	1.0179	-0.1863	0.3403	-0.0283	0.4324	-0.646	0.0971	0.2737	-0.0568	0.6342	-0.5262	-0.4982	1.3548	-0.2945	-0.0705	-0.6916	-0.4706	0.3234	-0.2768	-0.0634	0.158	-0.2816	-0.2195	-0.072	0.7781	0.3333	-0.4714	-0.2916	-0.4311	0.6531	1.5642	1.1394	0.0412	0.578	0.3149	-0.9717	-1.0749	-0.6417	0.4633	0.1088	0.0936	0.3252	0.2976	0.7122	-0.1185	-0.0589	-0.4663	-0.2313	0.1747	-0.2788	0.6853	-0.3187	-0.1512	0.2037	0.1474	-0.0482	0.0504	0.4273	-0.2212	0.4111	0.1679	-0.2804	0.1317	-0.8024	0.3556	0.5769	-0.8655	0.6538	0.6341	-0.4951	-0.6702	-0.1301	-0.1818	1.0613	0.6878	-1.0447	0.1319	-0.9803	-0.3184	0.2299	-0.3374	-0.2976	-0.1675	-0.4641	-0.3601	-0.3081	0.1978	-0.2702	-0.1759	-0.1727	0.0205	0.0883	-0.5522	0.8026	0.7927	0.1193	0.2767	0.3103	-1.4449	-0.454	-0.7316	-0.3758	0.3645	-0.2424	-0.7823	-0.7837	0.1297	-0.0535	1.0144	0.1543	-0.0557	0.356	0.3161	-0.6074	0.0876	-0.009
AARSD1	0.7078	0.5293	1.0843	0.6226	-0.0497	-0.0132	-0.1558	-1.1765	-0.0044	-0.0073	0.9334	0.9981	-0.0401	0.5419		0.1704	0.1822	0.0	0.3489	0.2549		0.4133	-0.0645	0.0063	0.7538	0.2256	0.4258	-0.3782	-0.253		0.5239	-0.2021	-0.3228	0.7236	0.3159	0.0313	-0.7403	0.3358	0.253	-0.8439	-0.2481	1.9967	0.1138		-0.019	1.6644	-0.0301	-0.9698	0.7362	0.5027	-0.3844	0.6016	0.3035	-1.3155	0.3719	-0.8855	-0.2171	0.2351	0.752	-0.3034	-0.9388	-0.3257	-1.3735	0.2197	0.5322	-0.1766	-0.4011	1.055	-0.5403	-1.056	-1.1881	-0.511	-0.5723	-0.1907	-0.852	0.3102	-0.6594	0.2939	-0.2284	-0.0665		-0.2218	-0.9494	-0.1142	0.7351	0.371	-0.3753	-1.4798	-1.3634	-0.8599	0.2749	-0.9796	-0.0707	-0.7879	0.2096	-0.3089	0.4316	-0.5989	-0.3805	-0.672		-0.7349	-0.0149	0.132	-1.2776	-0.3615	-1.1913	-0.2332	-0.1239	-0.5942	0.288	0.6423	0.1672	0.1896	-0.5112	-0.7386	-0.2667	0.1337	0.9014	0.1665	0.997	0.1895
AASDH	0.0391	0.4988	0.9752	0.3075	-0.2064	1.391	0.6789	-0.7203	-1.4603	0.4723	1.4261	0.0233	-0.4461	0.0842	0.0257	0.3135	0.3082	-0.4669	-0.0392	-0.5103		-0.3473	0.0345	0.4211	-0.3261	0.4637	0.1087	0.7495	-0.5604	-0.8909	-0.4973	0.3825	-0.1846	-0.7566	-1.6453	-1.368	-0.1721	-1.3132	-0.2184	-0.4224	0.378	-0.0203	0.1008	0.0164	-0.0013	0.8423	-0.1217	0.1062	0.6429	-0.1142	-0.0626	0.5591	0.7246	0.0454	-0.8031	0.6617	-0.0043	-0.2968	0.2114	-0.5223	-0.9507	-0.286	0.2679	-0.5713	-0.2743	-0.8645	-0.8404	0.2563	0.1651	0.1861	-0.8005	-0.003	-0.5519	0.0131	-0.17	0.7247	-0.3127	-0.7144	1.0675	0.533	0.0167	0.2124	-0.4423	-0.0495	0.6776	0.533	-0.0517	-0.526	-0.1214	-0.4941	-0.2783	0.1826	-0.1835	0.255	-0.4424	-0.4237	0.0211	-0.1882	0.0767	0.8064	0.4103	0.7958	1.2397	-0.9846	0.1322	1.0884	-0.5867	0.6283	0.8807	0.7237	0.634	0.0044	-0.6468	0.1089	0.2419	-0.4868	0.3434	-0.4273	0.9455	0.8036	-0.2141	0.3341
AASDHPPT	-0.6861	0.1916	0.0332	-0.8394	-0.3577	-0.3106	1.2087	0.5698	-0.4129	-0.0933	0.2101	1.4535	-0.7649	0.2478	-0.1265	0.5559	-0.6126	-0.8754	-0.4196	-0.5921	-0.1557	-0.3053	0.8048	-0.24	-1.0728	-0.4012	-0.407	-0.4118	-0.0145	-0.4671	0.2014	0.1192	0.2337	0.4702	-0.3803	0.2699	0.6306	-0.5084	-1.2112	-0.4049	-0.2792	1.2042	0.6366	-0.1687	-0.3579	-1.3466	-0.0668	-0.4746	0.024	0.8812	0.1887	-0.9245	-0.1717	1.7874	0.0903	0.9727	0.1167	0.2524	0.0242	-0.3498	-0.1604	0.0517	-0.5572	0.2819	1.2139	0.0373	-0.6749	0.4932	-1.278	0.7954	-0.1503	0.6736	-0.6352	0.0913	-0.5766	0.5366	0.5539	-0.0474	0.5435	-0.8788	0.1608	0.6239	-0.6979	1.4116	-0.0746	-0.8215	-0.0742	-0.5532	0.2235	0.3492	0.6619	-0.004	-0.1217	-0.0655	-0.5342	0.0946	0.9859	-0.2522	1.1387	0.1027	0.9815	-0.561	0.5742	0.9128	-1.4819	0.057	-0.5096	0.5049	0.595	-0.2293	0.2678	0.7373	0.9736	0.6081	-0.1209	0.7081	0.6918	-0.8224	-0.9614	0.0422	0.3616	-0.0102
AASS	-1.3277	1.8512	-2.1382	-0.1905	-0.3398	-0.4115	-0.936	-0.7422	-0.143	-0.7771	0.468	-1.041	0.7508	-2.3615	0.0238	0.8205	-0.0649	0.273	-0.4962	-2.5413	-1.1995	0.1448	0.1305	1.8864	-1.213	1.2393	-0.6176	2.0108	0.3564	2.9278	1.6551	0.8	2.4415	-1.4117	1.7915	-1.024	1.1749	-0.0982	-0.707	-1.2877	0.4542	-0.1834	-0.8807	2.5429	1.344	0.4968	1.873	0.285	-0.0383	0.0287	-2.2144	-0.904	1.4062	1.8309	-1.7114	1.161	-1.4211	1.902	-0.6213	0.2005	-0.3693	2.3107	0.1889	1.3725	-0.7504	-0.7542	-0.8072	-2.8044	0.6818	-0.7216	-1.108	-0.5949	0.8203	0.1244	-0.4485	0.5202	-0.2246	-1.5033	-1.5816	1.5046	0.1707	0.373	-1.4226	-1.059	1.1152	0.1435	-0.2656	-0.5075	-0.3123	-0.1979	1.5127	-1.311	0.2476	0.3289	-0.6971	-1.3184	0.4654	1.6329	0.2624	1.6857	1.0519	0.302	2.0931	-0.5888	0.1627	0.7579	0.4104	0.0352	1.8905	-0.5462	1.3277	0.8459	-1.5168	0.6415	0.1348	0.2799	0.8595	-1.4481	-0.6459	1.2186	-0.744	1.2767
AATF	0.5926	0.278	0.5316	0.7301	-0.6473	-0.6826	-0.596	-0.1572	0.2675	-0.6988	1.0128	1.456	-0.9606	-0.0216	0.414	0.0129	0.0816	-0.0799	0.0452	-0.0035	0.1171	1.0609	0.2826	-0.5702	0.4056	0.3939	-0.1444	-0.0947	0.2693	-0.2383	-0.0335	-0.6493	-0.6923	0.8947	0.0972	0.0839	-1.4188	0.2017	0.4824	-0.9381	0.1959	-0.7991	0.9111	-0.7542	-0.1862	1.3689	-0.0638	-0.2614	1.8398	0.495	0.3172	1.2661	0.3438	0.0306	1.368	0.7439	0.1298	-0.2583	1.2365	0.2026	0.2573	-0.5495	-0.6242	0.5015	0.7986	0.6681	-0.095	1.19	0.2385	0.9101	-0.2419	1.1124	-0.7724	0.282	2.9946	-0.5469	-0.3181	0.2595	0.8852	-0.088	-0.3676	-0.4911	-1.2931	0.3628	0.0961	0.439	-0.2636	-0.3054	-0.4254	1.2628	-0.5653	-0.484	-0.7632	0.2032	0.8082	0.5786	0.5413	-0.6579	-0.2598	-1.4644	-0.4975	-0.2105	-0.191	0.217	-0.6015	0.1609	-0.5717	-0.4717	-0.823	-0.21	-0.5993	-0.4015	0.1689	0.2875	0.1223	0.0159	-0.369	0.5014	0.2613	-0.0148	2.2268	-0.2212
AATK		-0.4178		-1.5492	-0.4506			0.093		-0.073			-0.9354			-1.0658				-0.0014								-1.9946							1.5707	-1.8122		1.2748	-0.8375				0.3929			0.1284																	1.8539				-1.3072		0.9729											1.1194		-0.7817	1.7398		2.5911					-1.9362	-0.7555		-0.6433	-1.1501			0.542					-1.102	0.0993	1.3081							0.9168	0.8528										
AATK-AS1																									-0.6357			0.7338					-0.9467																																				2.1991																																									-0.7383	3.6329											
ABAT	-3.0557	-1.8365	-3.1087	-2.4844	-2.8291	-3.4149	0.2855	-3.855	-3.0304	-2.6573	-0.3715	1.6403	-2.3445		1.7943	-1.5742	0.667	0.4147	-3.3632	-3.8642	-3.2643	1.338	3.0952	0.9746	-1.3027	1.9035	0.1249	0.7047	-3.0682	-0.2153	0.987	1.1207	0.7677	0.5732	0.366	-3.2062	2.2696	-3.0237	-2.4054	-0.8214	-2.9553	0.4207	3.8441	-2.6948	5.2766	-0.1316	-0.8047	-0.035	1.3117	-2.6553	-1.089	0.1638	1.0283	-1.6857	1.8813	-0.8865	-1.8778	0.458	-0.9998	-1.6649	-1.738	-0.7779	-1.0669	1.2301	1.7363	-2.7376	-2.9252	-1.4612	2.9945	-2.0545	-2.9205	0.3935	0.4159	-3.3349	0.7884	0.7142	-1.5123	0.5159	1.9307	4.5318	1.7047	-0.7573	1.5654	1.1716	1.0973	1.379	-2.3008	-2.1024	0.2254	-0.6008	4.7309	0.5211	2.5361	-1.2686	-3.5332	1.7961	1.0344	0.811	2.6374	1.3436	-0.4803	-0.6692	0.4892	0.371	-0.347	0.4826	-2.6345	2.1934	2.6369	2.5303	0.1489	-0.2251	-3.9509	-3.1965	-2.8127	-1.9969	-1.4931	-0.4767	0.6925	0.8177	1.8013	1.315
ABCA1	-1.5743	0.6602	-0.5856	-1.8946	-0.1792	-1.2582	0.4812	0.2227	0.5915	0.1349	-0.0016	-0.114	-0.154	-0.3129	0.7667	-1.376	-2.4687	0.6599	-0.1135	-1.0133	-0.1714	-0.6887	-0.2167	1.3785	-2.7043	-1.7133	0.0406	0.0402	1.4747	0.1726	-1.456	1.3814	0.4315	-0.2602	1.1159	-1.0672	1.3407	0.0188	0.3704	0.1659	-0.9356	0.0855	0.045	0.7009	-0.2067	-2.7647	-0.2157	-1.3154	0.2001	-0.3287	0.9024	1.8651	-0.5028	-0.5114	0.1285	-1.0811	-0.476	-0.7517	-0.1757	-0.0428	0.4006	-0.074	0.8252	-0.0452	-0.8507	0.4198	-0.5533	-1.4458	-0.0216	-0.2997	0.666	1.7427	0.6873	0.9547	1.0177	-0.4121	-0.3747	-0.4153	-0.4634	-0.9262	0.2393	-0.3203	-0.6188	-0.5775	-0.7691	0.835	1.3608	1.0253	-0.7784	0.3221	0.471	-0.2056	0.2792	0.2909	0.5058	1.3697	-0.6792	-0.8429	0.6329	-0.7541	0.0889	0.3559	0.59	0.1539	1.8603	-0.5293	2.1145	0.4194	-0.4055	0.9527	-0.6454	-1.0256	-0.3866	0.489	1.0837	0.1741	0.5295	-2.3928	-1.6178	0.4642	0.2518	-0.1708
ABCA10	-1.0851	1.3492	0.521	0.7129	0.9942	1.4417	-0.5866	-1.4532	-0.7511	-0.5274	2.4074	2.1634	-0.1599	-1.4436	1.2182	-1.1337	0.9038	0.915	-0.511	-0.5956	-0.3717	0.5562	-2.0923	4.2665	-2.3713	-0.1875	1.6609	-1.6781	0.3607	4.241	2.8673	3.9145	4.8819	-0.4929	4.1014	-0.9272	-0.2618	-0.5066	-0.3627	1.5977	-1.9752	0.5779	2.1521	4.0806	-1.1564	0.7539	-0.1937	-1.6332	-0.5187	-0.0332	-1.5498	1.3701	-1.755	3.8635	2.5265	2.8191	0.7261	-1.4345	-1.2212	-2.5256	-0.1912	5.6065	2.492	0.0313	-2.5901	-0.0691	0.7418	0.4382	-3.1386	-3.6234	0.7802	3.4958	4.2767	-0.2143	-1.5618	1.5499	0.0966	-0.8153	-1.1822	-3.1245	-1.8098	2.3629	0.0627	-3.9101	1.5388	-0.5233	2.6907	-0.5238	1.7046	-1.0336	-0.7048	-0.309	-0.1431	1.552	-0.1177	0.0935	1.2547	1.1298	0.3681	1.7551	-1.8083	-0.5181	1.4698	-0.2523	1.9707	-0.2821	4.2827	-0.1977	-1.6153	1.372	2.65	1.0432	-0.0121	-0.6931	1.0121	1.4821	1.7559	-0.3228	-1.3625	0.066	-0.9269	3.303
ABCA11P	-0.5142	-0.4495	-0.3287	-0.2674	-0.7996	-0.228	0.3426	-0.6291	0.0261	-1.9687	0.6463	-1.293	-0.886	0.4466	-0.79	-1.2025	0.3347	-0.6702	-0.7824	-1.5754	-0.2287	0.1865	0.1236	1.1297	0.2715	0.8057	-1.0312	0.5375	-0.4996	0.8123	0.9564	0.6255	0.5828	-0.9198	-0.456	-0.2134	0.7445	-0.2072	0.1771	0.0493	-0.3136	0.4745	0.2961	0.3307	0.5778	-0.4283	0.8498	0.7487	0.1011	0.9085	-0.4519	-0.0128	-0.3059	0.0958	-0.8105	0.4897	0.248	-0.0217	-0.6114	0.2075	-1.8629	0.6024	1.2915	-0.8335	-0.3271	0.6463	-0.5029	-0.4111	-0.2281	-0.5737	-0.2646	0.3815	0.2344	0.0058	-0.2103	0.9016	-0.5895	-0.9565	1.8965	-0.0522	0.2766	-0.1793	-1.0601	-0.6063	0.2745	0.0035	-1.0258	-0.7579	1.0559	-0.348	0.484	-0.978	-0.3264	0.8348	-0.2628	-0.5765	0.1398	0.8176	0.1008	1.4533	-0.2651	-0.457	0.7143	-0.6217	0.203	0.3792	0.028	-0.4087	0.9746	-0.4831	0.1742	0.0365	-0.0506	-0.165	0.6488	-0.2021	-0.1909	-1.6733	-0.9655	0.6956	-0.2943	0.0742
ABCA12	-4.0984	-3.0578	-3.6575	-4.0676	-5.1079	2.5552	-0.277	1.6605	-2.8777	-2.7697	0.4057	-0.7029	-5.1369		-7.5149	-0.9583	1.9353	2.0584	-3.0031		-3.1235	1.9765	4.4277	-5.6252	0.4481	-1.8304	1.3085	-1.992	5.4853	-0.879	-4.4888	1.1456	-1.5241	2.1572	1.9082	-3.9771	1.5544	-2.6247	-2.9276	4.488	-4.5364	-0.5128	0.0493	3.2958	-2.6626	-1.9221		2.9381	2.8714	-3.3277	3.1909	-4.9165	1.8692	2.9008	4.089	0.0153	1.4312	2.5025	-5.0071	-1.6124	3.1765	-2.3219		3.6866	2.155	-0.9562	0.4507	0.8551	-6.6365	1.9741	4.6044	0.8651	-0.0365	-0.21	2.8438	-0.0933	3.7907	-0.9874	-0.1974	-0.0351	-1.9567	2.5637	2.2248	-0.3584	-0.2648	3.4447	-2.1047	2.4081	4.6738	2.163	-1.0282	2.8487	-2.7965	4.0857	1.0136	2.229	2.8781	-3.1921	-4.9894	-2.2818	2.5449	1.7542	-0.9272	0.7135	4.8631	1.1135	0.9717	-2.2801	2.9087	3.8237	-4.2677	-6.8884	-5.3362	-1.4715	-1.0953	0.36	2.8072	-1.028	-1.8498	0.2657	0.5381	-5.0208
ABCA13	1.8215	5.9354	8.7309	0.6495	1.1986	-0.8089	0.5118	-0.0889	7.0959	5.1995	-1.2849	-0.1438	3.0777	3.889	-2.5883	2.9624	-0.4442	3.353	-0.5783	4.4563	0.6878		-2.8937	-0.6414	4.4189	-1.6768		-0.031	3.0364	-2.9545	-2.322	-1.3483	0.7861	2.2568	-0.9775	5.4443	-1.5745	5.7087	4.9531	-1.6436	0.9557	-1.3064	-1.5677	1.713	-0.6664	-1.3078	-0.3405		0.8535	1.5809	1.2727	0.368		-1.3621	-1.5176		-2.7063	-2.03	-1.1023	2.1552	-2.3013	2.5622	-0.9573	3.0587	0.286	3.6175	4.7175		-1.43	0.146	-1.4811	-1.7786	1.3151	4.0931	3.0568	-3.3066	3.6125		-0.7033	1.6651	-3.2227	-0.8941	-0.6709	0.0236		1.1934	-0.7259		-0.6237	1.3171			-1.0129	-1.5397	3.7934			-0.2293	-0.1509	-2.9343	-2.974	5.7883	2.0809	-1.2431	0.6305	0.8026	-2.7924	-0.1706	-0.0776	4.1785	0.423	-0.6749	5.3376	1.4302	-1.2437	1.1081	0.0265	-1.7624			3.9416	-0.8378
ABCA17P	2.1649	-1.674	2.6234	2.8763	-1.1591	0.2064	-1.3006	-2.5683	0.3964	-1.974	3.4705	0.5854	3.6093	5.8792	4.1199	2.6332	-0.1954	4.4985	2.243	2.0954	4.4144	4.9293	-0.1684	-0.9935	1.7285	-1.1112	0.3147	5.1201	-5.7969		4.7301	-0.5381	0.5319	-0.2068	-2.042		4.8616	2.442	-2.0637	7.592		-1.887	6.0248	-2.5847	0.5839	2.707	-0.9924	-0.5258	-0.4436	-1.9089	-2.5331	-0.1929	-3.5178		0.733	6.2683	4.2506	-1.4409	-0.5314	2.5006	-0.7434	-1.5294	-0.8675	-0.6029	4.3805	2.1273	-2.2262	3.4483	0.2206	-1.2489	6.7749	4.3646	-0.1018		-1.9897	7.1233	8.3034	-2.6979	-2.1571	4.2339	-1.2987	3.7315	-1.1552	2.3961	3.5597	0.6721	-3.6003	7.9852	-0.5212	-1.5967	0.4166	-1.5669	4.9852	7.3325	-1.3352	4.3568	-0.7336	7.1266	4.0432	-0.8605	-1.4636		4.0119	-0.8338	-1.8327	-2.7325	-5.7717	-4.7647	-0.4726	-1.5585	4.5451	-1.0457	4.3769	-0.7585	-1.1909	-0.2629	-0.1796	-0.3773	2.6729	2.4053	-1.0129	6.6867
ABCA2	-1.9533	-0.5642	-1.4483	-0.0311	-0.4998	-0.5892	0.9978	1.209	-0.5489	-0.3883	0.9257	-1.1125	0.9928	-0.0842	-0.2391	-0.7352	-1.1654	-0.3445	-0.8168	-0.855	1.4421	0.3541	-0.2913	-0.1148	0.9406	-1.2672	0.7169	1.2165	-0.4348	-1.7133	-0.2409	0.4011	-0.6145	0.4076	-0.5709	-1.0042	0.4081	-0.6349	-0.4153	0.1257	-0.9275	-1.1688	0.8217	-0.4157	0.1278	-0.6067	1.6836	0.3285	-0.7939	-0.6156	-0.3377	0.1315	0.4957	-1.0694	-0.8108	0.7392	0.7177	0.9332	0.9043	-1.4385	0.0075	2.6519	0.1299	0.6789	0.0972	-1.5706	-0.9019	0.7475	1.0146	-0.2588	-0.0982	-0.3212	1.3338	0.6303	-0.0921	1.0306	-1.5316	2.0645	0.7312	0.9222	0.2408	-0.8371	1.9395	1.2405	2.5992	-0.8064	1.1104	-0.7496	-0.2552	-0.3942	0.1421	1.6216	1.1392	0.4772	-0.253	2.0621	3.4024	0.2581	-0.0263	0.1313	-0.8128	0.8279	0.1288	0.5841	0.4296	-0.1353	0.715	1.3027	0.5549	0.0682	0.4955	-0.54	-1.1096	-3.5719	-3.7813	-3.233	-2.78	0.1698	-0.1539	-2.9214	-2.5919	-0.1207
ABCA3	2.4175	-5.0856	0.7557	-1.2931	-2.1053	1.2027	0.5963	-3.1505	1.147	-0.3648	0.1411	1.4722	-0.8569	1.3921	1.3734	0.0525	0.0674	-3.2297	0.513	0.2063	-0.1961	2.9997	0.6573	-0.6185	-0.8801	-0.3393	-0.5254	-0.2993	-1.1155	-2.6212	1.034	0.3187	-1.1168	1.2333	-0.0433	1.5002	2.4027	0.1508	-2.4949	2.5771	1.9025	-0.7773	2.7121	-2.5894	3.9185	-0.0992	-0.8063	0.4134	-0.9839	-2.5984	-2.888	-1.0168	-4.4657	-3.0843	-0.0876	0.6422	0.2468	-1.7033	0.0424	0.0222	-0.0189	-1.7154	0.849	-1.1	0.0692	-1.7151	-1.6694	1.4803	0.1978	-0.7194	-1.8113	0.3129	0.4254	-2.7176	-2.2534	0.9428	0.7458	0.2663	0.1281	2.0952	3.9692	-2.3846	0.713	2.1659	2.5588	-0.5591	-3.3885	0.7438	-2.2524	-1.6703	2.9008	0.0926	0.7346	0.057	-5.138	0.24	1.4331	-0.2146	1.4404	0.2513	-1.1879	-1.4928	-0.5226	0.8869	-0.6049	-2.7571	-2.8826	-0.3431	2.5675	0.594	1.8633	0.1355	-0.8692	-2.1934	-3.8066	-3.5142	-2.4826	0.0209	0.2557	-0.9551	-1.6226	-0.3518
ABCA4	-4.1524	5.4243	2.1628	1.1182	-2.4671	-5.954	4.5784	-5.2237	3.5523	1.1962	-3.7739	-1.5303	4.0865	-4.1802	0.9395	7.2899	-1.3941	1.5918	1.7596	-0.3204	-3.405	-0.1296	5.4519	3.0428	3.3246	-3.0036	-2.1646	-0.7468	-2.8616	0.5651	-0.4641	2.5647	2.886	-3.071	1.7881	-3.1405	6.3348	-2.5746	-2.3194	-3.7486	-2.2	-3.3033	-0.9989	1.6196	-0.0513	3.5824	-1.4856	0.8837	2.2664	-2.9714	-0.935	-0.5952	2.5443	-1.6245	1.9656	-3.4765	2.668	1.7789	-2.9873	3.65	-1.4495	-0.7578	-4.5522	3.2704	3.3045	-1.6258	-2.9025	-3.1758	0.8808	1.0552	2.5779	0.2829	-1.9226	0.592	2.7364	-0.9303	-4.3741	-2.5964	-0.6526	-3.973	-4.1667	-2.5987	1.1567	2.8756	-3.5177	-2.3639	1.6808	-0.9216	-6.076	3.9084	1.3741	-2.6138	0.7951	-4.682	1.1927	1.2058	0.313	4.6911	2.5747	-1.2412	-2.7675	-0.1124	-1.608	-3.1918	-0.1468	2.5436	-0.0575	0.5938	2.9136	0.8278	-2.8123	-1.7135	6.6415	2.3929	2.4759	4.0161	-2.3816	1.9096	1.1487	-0.0512	-0.2933	0.6678
ABCA5	-1.0851	1.3492	0.521	0.7129	0.9942	1.4417	-0.5866	-1.4532	-0.7511	-0.5274	2.4074	2.1634	-0.1599	-1.4436	1.2182	-1.1337	0.9038	0.915	-0.511	-0.5956	-0.3717	0.5562	-2.0923	4.2665	-2.3713	-0.1875	1.6609	-1.6781	0.3607	4.241	2.8673	3.9145	4.8819	-0.4929	4.1014	-0.9272	-0.2618	-0.5066	-0.3627	1.5977	-1.9752	0.5779	2.1521	4.0806	-1.1564	0.7539	-0.1937	-1.6332	-0.5187	-0.0332	-1.5498	1.3701	-1.755	3.8635	2.5265	2.8191	0.7261	-1.4345	-1.2212	-2.5256	-0.1912	5.6065	2.492	0.0313	-2.5901	-0.0691	0.7418	0.4382	-3.1386	-3.6234	0.7802	3.4958	4.2767	-0.2143	-1.5618	1.5499	0.0966	-0.8153	-1.1822	-3.1245	-1.8098	2.3629	0.0627	-3.9101	1.5388	-0.5233	2.6907	-0.5238	1.7046	-1.0336	-0.7048	-0.309	-0.1431	1.552	-0.1177	0.0935	1.2547	1.1298	0.3681	1.7551	-1.8083	-0.5181	1.4698	-0.2523	1.9707	-0.2821	4.2827	-0.1977	-1.6153	1.372	2.65	1.0432	-0.0121	-0.6931	1.0121	1.4821	1.7559	-0.3228	-1.3625	0.066	-0.9269	3.303
ABCA6	-3.6414	-0.824	-0.8281	-0.4081	-0.256	-0.3894	1.2015	0.1313	-0.6112	-0.3611	-1.623	-2.3465	1.3879	-2.6593	-0.7698	-1.0065	-2.5696	-0.3116	-2.1049	-3.163	-1.1669	0.3195	1.1824	5.4292	-2.1205	0.1048	-0.004	0.7323	2.4817	5.2812	3.8251	1.0722	5.9616	-1.5707	5.4089	-3.1754	0.6635	-1.3311	-0.5705	-0.2901	-0.4113	1.6591	0.4251	5.2538	-1.0828	0.1028	-0.3383	-0.2156	0.6495	0.8774	-2.4551	1.4564	-0.3868	5.0293	3.742	3.8168	1.7749	2.117	-1.3948	-3.0048	-1.1242	6.784	0.8509	0.3093	0.237	-0.8013	-0.8009	-1.7167	-2.0855	-0.6097	1.9003	4.7773	5.5237	-2.5193	0.901	-0.3779	0.0395	0.3388	0.4938	-0.8851	-1.0023	2.3238	-1.1013	-0.905	-0.3913	0.6561	2.1179	0.293	2.8437	1.0911	2.6558	0.5616	1.2608	2.6588	-0.3738	-1.8308	-2.3014	1.6108	1.711	2.9155	0.2898	-0.5675	2.7323	-0.781	0.4069	-1.0189	5.3617	1.6085	2.1051	0.5844	0.5204	-1.6308	-1.3982	0.0035	-0.4834	-0.0785	0.2457	-0.5198	-1.0364	1.0647	0.7194	4.6059
ABCA7	0.3944	0.4681	-0.0421	2.5782	2.0836	1.296	-1.4056	0.1723	-0.7102	0.9663	0.7079	-1.6951	-0.3346	-1.3413	0.8463	0.1986	0.5515	-0.7665	0.4264	0.2701	1.2925	-0.0979	-2.4127	-0.3747		-0.6201	0.4957	0.4688	-0.1132	-2.4341	-0.6257	-1.0014	-1.1783	0.017	0.3209	-0.2671	1.4084	0.6148	0.6478	7.7628	-0.1852	-1.5317	0.1383	0.6915	0.9458	0.6019	-0.6387	0.3916	0.1091	-0.4178	-0.8367	-0.7312	-0.9186	-0.4787	0.1145	-1.6335	-0.6824	-0.9937	-0.204	-1.0333	1.0548	-0.9609	0.1638	1.4659	-1.3635	0.9567	0.8259	-0.3699	1.215	0.6504	0.8513	0.8458	1.2375	1.0534	0.5116	-0.0686	-0.4991	-0.5545	0.0391	0.9112	0.6999	-1.0907	-0.4026	0.3487	1.0011	-1.1073	-0.0018	0.5771	0.9867	-0.3642	-0.2826	0.1742	0.4577	-0.4609	0.2548	-0.2146	-0.5953	-0.1744	-1.0653	0.6092	0.7497	0.2689	0.3741	-0.1305	0.4946	-1.2647	1.192	-0.2635	-0.7374	0.7261	0.8456	-0.8392	0.3364	-2.4902	-2.3895	-1.791	-1.0187	1.3434	1.7243	-2.2747	-0.5552	-1.5488
